country_code,region,simulation_index,ratio
CZE,"Central Europe, Eastern Europe, and Central Asia",74,3.9410344631418956
CZE,"Central Europe, Eastern Europe, and Central Asia",75,4.297263760329622
CZE,"Central Europe, Eastern Europe, and Central Asia",76,2.951548103212314
CZE,"Central Europe, Eastern Europe, and Central Asia",77,2.3752746483723803
CZE,"Central Europe, Eastern Europe, and Central Asia",78,2.9019964912886813
CZE,"Central Europe, Eastern Europe, and Central Asia",79,8.71180629667041
CZE,"Central Europe, Eastern Europe, and Central Asia",80,4.210125876522893
CZE,"Central Europe, Eastern Europe, and Central Asia",81,4.5229495223652805
CZE,"Central Europe, Eastern Europe, and Central Asia",82,15.884351850171466
CZE,"Central Europe, Eastern Europe, and Central Asia",83,3.679685557654276
CZE,"Central Europe, Eastern Europe, and Central Asia",84,1.4039212270617434
CZE,"Central Europe, Eastern Europe, and Central Asia",85,2.04371553136079
CZE,"Central Europe, Eastern Europe, and Central Asia",86,17.756228432629033
CZE,"Central Europe, Eastern Europe, and Central Asia",87,4.211175395418776
CZE,"Central Europe, Eastern Europe, and Central Asia",88,4.236379721542359
CZE,"Central Europe, Eastern Europe, and Central Asia",89,3.6955336461467763
CZE,"Central Europe, Eastern Europe, and Central Asia",90,3.2886849959796
CZE,"Central Europe, Eastern Europe, and Central Asia",91,4.100628222318357
CZE,"Central Europe, Eastern Europe, and Central Asia",92,4.791381013020107
CZE,"Central Europe, Eastern Europe, and Central Asia",93,4.736176991897252
CZE,"Central Europe, Eastern Europe, and Central Asia",94,12.256091430233502
CZE,"Central Europe, Eastern Europe, and Central Asia",95,2.7890703765857516
CZE,"Central Europe, Eastern Europe, and Central Asia",96,5.3904594716744
CZE,"Central Europe, Eastern Europe, and Central Asia",97,3.4590734203842994
CZE,"Central Europe, Eastern Europe, and Central Asia",98,6.066461313078253
CZE,"Central Europe, Eastern Europe, and Central Asia",99,4.166230506606802
CZE,"Central Europe, Eastern Europe, and Central Asia",100,3.3262343105732737
DEU,High-income,1,2.8456842400324014
DEU,High-income,2,4.477116768214865
DEU,High-income,3,3.283696061379179
DEU,High-income,4,2.5511989115021696
DEU,High-income,5,3.3199450691798407
DEU,High-income,6,3.1634833044472286
DEU,High-income,7,2.0899114130913614
DEU,High-income,8,2.2468277663636678
DEU,High-income,9,7.666087559221759
DEU,High-income,10,2.0741310774019794
DEU,High-income,11,1.5621891820745686
DEU,High-income,12,3.3621107097868506
DEU,High-income,13,2.2950760251054163
DEU,High-income,14,2.909695184215961
DEU,High-income,15,3.6279881194570307
DEU,High-income,16,2.673208945111206
DEU,High-income,17,2.5182851641060693
DEU,High-income,18,2.7646784814875978
DEU,High-income,19,4.268600705930336
DEU,High-income,20,2.6532534677819335
DEU,High-income,21,2.6087872235715874
DEU,High-income,22,3.9853895017458925
DEU,High-income,23,5.78617885158017
DEU,High-income,24,1.5213880792425352
DEU,High-income,25,1.397066231548207
DEU,High-income,26,2.1000532455932848
DEU,High-income,27,3.640221272129024
DEU,High-income,28,2.59610421251542
DEU,High-income,29,2.969757626296036
DEU,High-income,30,2.8847028018381766
DEU,High-income,31,2.5142624832319047
DEU,High-income,32,2.4027065064146598
DEU,High-income,33,3.112956679064914
DEU,High-income,34,6.096769170918059
DEU,High-income,35,2.1944205562429806
DEU,High-income,36,2.792124500482273
DEU,High-income,37,4.083889360305694
DEU,High-income,38,4.94569140607333
DEU,High-income,39,6.215599389031087
DEU,High-income,40,1.4134039678114716
DEU,High-income,41,1.4636576609900949
DEU,High-income,42,2.0964451157731454
DEU,High-income,43,2.595233412969199
DEU,High-income,44,3.742251264925455
DEU,High-income,45,4.410145913755881
DEU,High-income,46,5.917623939278671
DEU,High-income,47,3.187582603698829
DEU,High-income,48,3.705476274724737
DEU,High-income,49,4.040436321497749
DEU,High-income,50,1.5809696600106953
DEU,High-income,51,2.5074438492771742
DEU,High-income,52,4.974152227458922
DEU,High-income,53,1.9505055348451463
DEU,High-income,54,2.030628514369504
DEU,High-income,55,3.63188222016299
DEU,High-income,56,4.550167765474191
DEU,High-income,57,2.2720469478380725
DEU,High-income,58,3.8559901614569254
DEU,High-income,59,2.9133287896091695
DEU,High-income,60,5.823747726375539
DEU,High-income,61,1.524012974063976
DEU,High-income,62,4.025724853527182
DEU,High-income,63,2.0138088626261466
DEU,High-income,64,3.8882707870394206
DEU,High-income,65,2.2537300965360263
DEU,High-income,66,2.0892689790020333
